val_loss,val_sparse_iou_0,val_sparse_iou_1,val_sparse_iou_2,val_sparse_iou_3,val_sparse_iou_4,val_sparse_iou_5,val_sparse_mean_iou,loss,sparse_iou_0,sparse_iou_1,sparse_iou_2,sparse_iou_3,sparse_iou_4,sparse_iou_5,sparse_mean_iou,lr
2.735310150405108,0.2530227573746342,0.016858481014023093,0.00851563760967357,0.10430680171160375,0.0030708006284469974,0.006302217063020473,0.06534611654736228,1.6231741415560443,0.6390085667668389,0.062243879901420746,0.06031993882652658,0.1941403192335118,0.028473896847292148,0.07016118068937718,0.1757246303979577,0.0010000000474974513
1.3876124135518477,0.7284748867406683,0.05626729412904104,0.01694915254237288,0.21289518968028537,0.12965713536082688,0.03260403311854797,0.19614128288576158,1.2342544039433256,0.7843368206897475,0.15798189606599128,0.10617120106171202,0.36791940818540136,0.14149564048108493,0.11466100031716871,0.27876099516954655,0.0010000000474974513
1.211467738878929,0.7440029645370225,0.06699964512036956,0.01694915254237288,0.17508687060010636,0.16778833741101168,0.03015047720617662,0.2001629062628342,0.9748371344334097,0.8345522786816304,0.23690725116809433,0.15925680159256803,0.4893479472015105,0.2867365689786286,0.13061657270407964,0.3562362382031468,0.0010000000474974513
0.8917692879499015,0.8378493755550708,0.13397546240988867,0.01694915254237288,0.5552112546007512,0.3444698872202534,0.023804790081882504,0.31870999023065727,0.8065423217133014,0.8586133344330057,0.2882442020705463,0.145985401459854,0.5637901258057288,0.34283471432796914,0.14709156028080952,0.3910932235157719,0.0010000000474974513
0.696595325308331,0.870466849561465,0.1283571136576692,0.01694915254237288,0.5844148114576178,0.3381229459734286,0.007751504398815302,0.32434372755430513,0.670597896049097,0.8766740768574371,0.3221345063256917,0.13735899137358992,0.6326023654266945,0.40702185436203214,0.16957348717627496,0.4242275458499147,0.0010000000474974513
0.5816815934949002,0.8809428487793874,0.11952024217698944,0.01694915254237288,0.6352743390253035,0.4274883578389378,0.0280294068033365,0.3513673917721894,0.5745163225304946,0.8875351708379896,0.3448623287050868,0.13271400132714,0.6840404794163948,0.44932155009524744,0.17643868197781523,0.44581870265013346,0.0010000000474974513
0.5651675381902921,0.8724116278907,0.19179075345065508,0.01694915254237288,0.5598247950359926,0.36336828111591984,0.04202262547372256,0.3410612074500423,0.5018686009861415,0.8949731808667477,0.3590924995293187,0.139349701393497,0.7223847730316385,0.4751930649737768,0.18003358073191447,0.4618377984756655,0.0010000000474974513
0.5172517198627278,0.8826513108560594,0.18675977118896375,0.01694915254237288,0.6339729200985472,0.37575074468376274,0.03425579733990717,0.3550566172195693,0.44375734852890186,0.9015178693076515,0.3914001946150268,0.139349701393497,0.7525315048999951,0.5080495496300885,0.19686542603409124,0.4816190441001229,0.0010000000474974513
0.5321046598887039,0.874501403105461,0.19297445958511808,0.01694915254237288,0.5920422344894732,0.3773578241214914,0.02687032525111937,0.3467825641066341,0.40461072088395356,0.9046741255720324,0.4050612457803566,0.11315620440897652,0.7671554256292392,0.5338901368370892,0.19219798807798827,0.4860225230277415,0.0010000000474974513
0.49012844643350373,0.8797553545337612,0.2033842825725422,0.01694915254237288,0.6357171045521558,0.4254156027810048,0.05699285557414642,0.36970238665402944,0.35000880470953005,0.9135506466752896,0.4411911164875765,0.07580943378158206,0.813085442239588,0.5890767530012225,0.22803165207418608,0.510124175494763,0.0010000000474974513
0.4605760756185499,0.8833231592582445,0.196425894070101,0.00023322271467265436,0.64328467138743,0.4482049618737172,0.057047034938863116,0.37141982175536076,0.3169838704450603,0.9188686427725177,0.4662811716977697,0.11481431067533274,0.8286302648954386,0.6144600089765497,0.24045022764053461,0.5305841055110977,0.0010000000474974513
0.45006031303082483,0.8850579110242552,0.1975631072833124,0.01694915254237288,0.6399152597128335,0.4450008838863696,0.024507008882888624,0.36816555110074706,0.2959434767194987,0.9215202450198532,0.49276422337933573,0.07188881419352784,0.8327885463131763,0.6210618432816403,0.2579054666538466,0.5329881907695955,0.0010000000474974513
0.42218750563718505,0.8893568465265177,0.19519367500630572,0.0013835183581558325,0.6889085284734177,0.44897278587696915,0.059306888821361176,0.3805203750982123,0.2652299244354795,0.9266975189410224,0.5255467034208909,0.0941347233400224,0.8546804145383929,0.6657206508681406,0.26369996059886175,0.5550799940545272,0.0010000000474974513
0.43695295362149256,0.8862617925062017,0.19719709822181927,0.002813510698862216,0.677562294370037,0.4590189815577814,0.054519668927858186,0.37956222285658625,0.23288655767554706,0.9335890583194639,0.5782224978725089,0.1200223295686287,0.8822102513072818,0.7068336471153872,0.29718865325159005,0.586344407462251,0.0010000000474974513
0.46455595604443956,0.878894161369841,0.1900264729145851,0.020235366147047035,0.6287245694863595,0.4152418531603732,0.06045152383493418,0.36559565794669974,0.2175955560401962,0.936553827562946,0.596870952071381,0.16173179893559445,0.8798338251155026,0.7137499822633664,0.3127598110895404,0.6002500318262699,0.0010000000474974513
0.43921315619501017,0.8904022342067653,0.1706531140065389,0.002116965400045185,0.6872194187115814,0.44976218474113333,0.06610535677143578,0.3777098797135434,0.21124284258130852,0.9366448217460314,0.5992751402734682,0.17934192492124176,0.8716339976406288,0.7159746971127207,0.3185880824802388,0.6035764432538797,0.0010000000474974513
0.4267059665615276,0.8883789252426665,0.19866023061134047,0.011667950122254127,0.67365727182162,0.45845317865832375,0.06486391418187296,0.3826135801056684,0.18413173778609243,0.9433288540599674,0.6487745028817266,0.25721557747496027,0.8983397563324911,0.749505813341704,0.3494964630380718,0.6411101636937223,0.0010000000474974513
0.46200556724758474,0.88336681814517,0.17149339158085997,0.014968345550942567,0.6155925979048519,0.37402925198361026,0.05155647045664363,0.3518344749838619,0.16122956577918351,0.9495221240360687,0.7004602459304445,0.3622437427271536,0.9089000623749832,0.7852603326036824,0.39489316843405575,0.6835466123766352,0.0010000000474974513
0.43244981412160194,0.8908281932442875,0.19638299561989636,0.010666578138933786,0.6772596341068462,0.4696441371056993,0.08030179125982952,0.3875138870740341,0.1338115882699507,0.9586568444314665,0.7702995047081996,0.4850886259833629,0.9312825286396308,0.8255547257789176,0.45623923012493617,0.7378535749663876,0.00010000000474974513
0.44810606766555267,0.8900952500812078,0.21287044933681393,0.009202544075255361,0.6773737340660418,0.4746821444418471,0.07695399374716867,0.39019635067147723,0.1232308745483096,0.962457907144487,0.7884012669937929,0.5376529236211038,0.9394534268993057,0.8409861421933139,0.4899249205386789,0.7598127641658872,0.00010000000474974513
0.4566383452738746,0.889784597744376,0.20154805228871814,0.010232496339733065,0.6766476257372711,0.47809325992050816,0.09049332184496067,0.391133222034422,0.11759477231822112,0.9644767529693913,0.8083982952557104,0.5716152234965788,0.9424185222478283,0.8495149547957235,0.5022421337827279,0.7731109784783792,0.00010000000474974513
0.4663367170398518,0.8897095837835538,0.19432508874826637,0.01080432380904775,0.6782429945670952,0.4739982829255573,0.0858499273870898,0.3888216948105117,0.11228619783859659,0.9663179237160686,0.8197572896554918,0.5733575118481915,0.9459143026664547,0.8567569459520908,0.5228909140560274,0.7808324810520417,0.00010000000474974513
0.46445638496996994,0.8908287862599906,0.1971179551950072,0.010580573684804268,0.681532122321048,0.47508205978547113,0.08250975666441403,0.3896085453235497,0.10877586627291304,0.967530981230277,0.823149285098141,0.6436715050098037,0.9474001607913882,0.8610840230567137,0.5327517439690977,0.7959312771675044,0.00010000000474974513
0.47133187823376416,0.8893712061946675,0.1955949541307607,0.010405258787105302,0.6768724716315835,0.4757340719639245,0.09015197374747466,0.38968832412008514,0.10459100856991421,0.9691214343136165,0.8323605814435739,0.6611903048384324,0.9502202939259429,0.8679117107517923,0.5506300382370496,0.8052390550412164,1.0000000656873453e-05
0.47299922775414033,0.8894306360665014,0.1960548877289866,0.010134267980840562,0.6772630305613502,0.47551424599299996,0.08983524471237245,0.3897053851919659,0.10382983165125065,0.9694453366323267,0.8393725510377638,0.6502091698620441,0.9509188393606757,0.8691697144793136,0.5545741248463034,0.8056149570927686,1.0000000656873453e-05
0.4760004307253886,0.8892605597690001,0.1958674187535199,0.010218450730524452,0.677453945248814,0.47656210701344376,0.08897371581455661,0.3897226968054044,0.10346137015884414,0.969659300576636,0.8385399644866872,0.6540526355670514,0.9509427619439209,0.8697956494329462,0.5558955998078987,0.8064809808212159,1.0000000656873453e-05
0.4773547058388338,0.8890439403259148,0.19729553781828638,0.010051215266299797,0.6778144654581102,0.4780077896380829,0.0888395971160824,0.39017542186429943,0.1031891557857068,0.969664933551758,0.842230687453087,0.656717596519998,0.9509791149631113,0.8682609828956569,0.5582555667722787,0.8076848159899519,1.0000000656873453e-05
0.4788629306574999,0.8892194739842819,0.19705899620144549,0.010783283915508823,0.6776002887952126,0.4765686529167628,0.0854482207342714,0.3894464868610188,0.10304085356594318,0.9697434104034738,0.8396593387663246,0.6605741536886232,0.9506118443918766,0.8683159664995084,0.5577252580380708,0.8077716643476455,1.0000000656873453e-05
0.47859759906590993,0.8892036827944093,0.19715695079984302,0.010660471112005633,0.677904407856828,0.4772527720463478,0.08637652168902805,0.3897591339329542,0.10239174725721431,0.9700248226790374,0.8418825183313416,0.6635839446078845,0.9517486840189887,0.8698332924754238,0.5541550089131149,0.8085380467897072,1.0000001111620804e-06
0.47889582080356147,0.8891623596013603,0.19650871538699177,0.01070008518261109,0.6779308844420869,0.4775053429401527,0.08670778178720404,0.3897525309506109,0.1021219349522502,0.9700281755292978,0.8368304994379991,0.670996783641133,0.9518105093026367,0.8716125946291725,0.5604952699748902,0.8102956416595829,1.0000001111620804e-06
0.478728146876319,0.8890822883379661,0.19620697326579337,0.010778389165229243,0.6775280530169859,0.4776091045242245,0.08737151466025891,0.38976271980899874,0.10191373982390743,0.9701944576958275,0.8447865490179308,0.6406452945311811,0.9524361551717645,0.8696535480046161,0.5585848373455485,0.8060501385146447,1.0000001111620804e-06
0.4784747771287369,0.8891734046451116,0.19621831360194136,0.010656792892960011,0.6779823555784711,0.4775439771050114,0.08739053030593037,0.3898275625907769,0.10136410342337837,0.970338406195764,0.8471715266370742,0.691931050208996,0.9522042433473553,0.8721501445960113,0.5648652021665009,0.8164434313141279,1.0000001111620804e-06
0.47872642642360624,0.8891228892035403,0.19647609474042715,0.010686178248715034,0.6779271556159198,0.47788324926869347,0.08777665916112078,0.3899787088571969,0.10197803872997743,0.9700796623932422,0.8388553518052915,0.6674893157879248,0.9520808386343872,0.8704814480168976,0.559824000468061,0.8098017671445228,1.0000001111620804e-06
